Timestamp,Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
11/25/2021 14:10:40,1991,Best Choreography,Tommy Tune,The Will Rogers Follies
11/25/2021 14:11:00,1991,Best Costume Design of a Musical,Willa Kim,The Will Rogers Follies
11/25/2021 14:11:18,1991,Best Direction of a Musical,Tommy Tune,The Will Rogers Follies
11/25/2021 14:11:42,1991,Best Direction of a Play,Jerry Zaks,Six Degrees of Separation
11/25/2021 14:12:00,1991,Best Lighting Design of a Musical,Jules Fisher,The Will Rogers Follies
11/25/2021 14:12:10,1991,Best Musical,The Will Rogers Follies,The Will Rogers Follies
11/25/2021 14:12:35,1991,Best Play,Lost in Yonkers,Lost in Yonkers
11/25/2021 14:12:51,1991,Best Revival of a Musical,Fiddler on the Roof,Fiddler on the Roof
11/25/2021 14:13:08,1991,Best Scenic Design of a Musical,Heidi Landesman,The Secret Garden
11/25/2021 14:14:55,1992,Best Performance by an Actor in a Leading Role in a Musical,Gregory Hines,Jelly's Last Jam
11/25/2021 14:15:37,1992,Best Performance by an Actor in a Leading Role in a Play,Judd Hirsch,Conversations With My Father
11/25/2021 14:15:53,1992,Best Performance by an Actress in a Leading Role in a Musical,Faith Prince,Guys and Dolls
11/25/2021 14:16:40,1992,Best Performance by an Actress in a Leading Role in a Play,Glenn Close,Death and the Maiden
11/25/2021 14:16:59,1992,Best Performance by an Actor in a Featured Role in a Musical,Scott Waara,The Most Happy Fella
11/25/2021 14:17:27,1992,Best Performance by an Actor in a Featured Role in a Play,Larry Fishburne,Two Trains Running
11/25/2021 14:17:48,1992,Best Performance by an Actress in a Featured Role in a Musical,Tonya Pinkins,Jelly's Last Jam
11/25/2021 14:18:21,1992,Best Performance by an Actress in a Featured Role in a Play,Brid Brennan,Dancing at Lughnasa
11/25/2021 14:20:21,1992,Best Book of a Musical,James Lapine,Falsettos
11/25/2021 14:20:21,1992,Best Book of a Musical,William Finn,Falsettos
11/25/2021 14:20:57,1992,Best Choreography,Susan Stroman,Crazy for You
11/25/2021 14:21:39,1992,Best Costume Design of a Musical,William Ivey Long,Crazy for You
11/25/2021 14:22:03,1992,Best Direction of a Musical,Jerry Zaks,Guys and Dolls
11/25/2021 14:23:04,1992,Best Direction of a Play,Patrick Mason,Dancing at Lughnasa
11/25/2021 14:23:24,1992,Best Lighting Design of a Musical,Jules Fisher,Jelly's Last Jam
11/25/2021 14:23:38,1992,Best Musical,Crazy for You,Crazy for You
11/25/2021 14:24:07,1992,Best Original Score,William Finn,Falsettos
11/25/2021 14:24:22,1992,Best Play,Dancing at Lughnasa,Dancing at Lughnasa
11/25/2021 14:24:38,1992,Best Revival of a Musical,Guys and Dolls,Guys and Dolls
11/25/2021 14:25:04,1992,Best Scenic Design of a Musical,Tony Walton,Guys and Dolls
11/25/2021 14:27:20,1992,Best Performance by an Actor in a Leading Role in a Musical,Brent Carver,Kiss of the Spider Woman--The Musical
11/25/2021 14:27:48,1993,Best Performance by an Actor in a Leading Role in a Play,Ron Leibman,Angels in America: Millennium Approaches
11/25/2021 14:28:02,1993,Best Performance by an Actress in a Leading Role in a Musical,Chita Rivera,Kiss of the Spider Woman--The Musical
11/25/2021 14:28:22,1993,Best Performance by an Actress in a Leading Role in a Play,Madeline Kahn,The Sisters Rosensweig
11/25/2021 14:29:25,1993,Best Performance by an Actor in a Featured Role in a Musical,Anthony Crivello,Kiss of the Spider Woman--The Musical
11/25/2021 14:30:26,1993,Best Performance by an Actor in a Featured Role in a Play,Stephen Spinella,Angels in America: Millennium Approaches
11/25/2021 14:30:51,1993,Best Performance by an Actress in a Featured Role in a Musical,Andrea Martin,My Favorite Year
11/25/2021 14:31:21,1993,Best Performance by an Actress in a Featured Role in a Play,Debra Monk,Redwood Curtain
11/25/2021 14:31:41,1993,Best Book of a Musical,Terrence McNally,Kiss of the Spider Woman--The Musical
11/25/2021 14:32:01,1993,Best Choreography,Wayne Cliento,The Who's Tommy
11/25/2021 14:33:57,1993,Best Costume Design of a Musical,Florence Klotz,Kiss of the Spider Woman--The Musical
11/25/2021 14:34:28,1993,Best Direction of a Musical,Des McAnuff,The Who's Tommy
11/25/2021 14:34:54,1993,Best Direction of a Play,George C. Wolfe,Angels in America: Millennium Approaches
11/25/2021 14:35:16,1993,Best Lighting Design of a Musical,Chris Parry,The Who's Tommy
11/25/2021 14:35:26,1993,Best Musical,Kiss of the Spider Woman--The Musical,Kiss of the Spider Woman--The Musical
11/25/2021 14:35:45,1993,Best Original Score,John Kander,Kiss of the Spider Woman--The Musical
11/25/2021 14:35:45,1993,Best Original Score,Fred Ebb,Kiss of the Spider Woman--The Musical
11/25/2021 14:36:21,1993,Best Original Score,Pete Townshend,The Who's Tommy
11/25/2021 14:36:50,1993,Best Play,Angels in America: Millennium Approaches,Angels in America: Millennium Approaches
11/25/2021 14:37:23,1993,Best Revival of a Play,Anna Christie,Anna Christie
11/25/2021 14:37:45,1993,Best Scenic Design of a Musical,John Arnone,The Who's Tommy
11/26/2021 10:26:23,1994,Best Performance by an Actor in a Leading Role in a Musical,Boyd Gaines,She Loves Me
11/26/2021 10:27:13,1994,Best Performance by an Actor in a Leading Role in a Play,Stephen Spinella,Angels in America: Perestroika
11/26/2021 10:27:51,1994,Best Performance by an Actress in a Leading Role in a Musical,Donna Murphy,Passion
11/26/2021 10:28:06,1994,Best Performance by an Actress in a Leading Role in a Play,Diana Rigg,Medea
11/26/2021 10:28:31,1994,Best Performance by an Actor in a Featured Role in a Musical,Jarrod Emick,Damn Yankees
11/26/2021 10:29:08,1994,Best Performance by an Actor in a Featured Role in a Play,Jeffrey Wright,Angels in America: Perestroika
11/26/2021 10:30:18,1994,Best Performance by an Actress in a Featured Role in a Musical,Audra McDonald,Carousel
11/26/2021 10:30:34,1994,Best Performance by an Actress in a Featured Role in a Play,Jane Adams,An Inspector Calls
11/26/2021 10:30:55,1994,Best Book of a Musical,James Lapine,Passion
11/26/2021 10:31:46,1994,Best Choreography,Sir Kenneth MacMillan,Carousel
11/26/2021 10:32:45,1994,Best Costume Design of a Musical,Ann Hould-Ward,Beauty and the Beast
11/26/2021 10:33:31,1994,Best Direction of a Musical,Nicholas Hytner,Carousel
11/26/2021 10:33:58,1994,Best Direction of a Play,Stephen Daldry,An Inspector Calls
11/26/2021 10:34:22,1994,Best Lighting Design of a Play,Rick Fisher,An Inspector Calls
11/26/2021 10:34:46,1994,Best Musical,Passion,Passion
11/26/2021 10:35:07,1994,Best Original Score,Stephen Sondheim,Passion
11/26/2021 10:35:50,1994,Best Play,Angels in America: Perestroika,Angels in America: Perestroika
11/26/2021 10:36:16,1994,Best Revival of a Musical,Carousel,Carousel
11/26/2021 10:36:40,1994,Best Revival of a Play,An Inspector Calls,An Inspector Calls
11/26/2021 10:37:02,1994,Best Scenic Design of a Musical,Bob Crowley,Carousel
11/26/2021 10:38:02,1995,Best Performance by an Actor in a Leading Role in a Musical,Matthew Broderick,How to Succeed in Business Without Really Trying!
11/26/2021 10:38:25,1995,Best Performance by an Actor in a Leading Role in a Play,Ralph Fiennes,Hamlet
11/26/2021 10:39:27,1995,Best Performance by an Actress in a Leading Role in a Musical,Glenn Close,Sunset Boulevard
11/26/2021 10:39:49,1995,Best Performance by an Actress in a Leading Role in a Play,Cherry Jones,The Heiress
11/26/2021 10:40:27,1995,Best Performance by an Actor in a Featured Role in a Musical,George Hearn,Sunset Boulevard
11/26/2021 10:41:19,1995,Best Performance by an Actor in a Featured Role in a Play,John Glover,Love! Valour! Compassion!
11/26/2021 10:42:19,1995,Best Performance by an Actress in a Featured Role in a Musical,Gretha Boston,Show Boat
11/26/2021 10:42:52,1995,Best Performance by an Actress in a Featured Role in a Play,Frances Sternhagen,The Heiress
11/26/2021 10:43:58,1995,Best Book of a Musical,Don Black,Sunset Boulevard
11/26/2021 10:43:58,1995,Best Book of a Musical,Christopher Hampton,Sunset Boulevard
11/26/2021 10:44:23,1995,Best Choreography,Susan Stroman,Show Boat
11/26/2021 10:44:42,1995,Best Costume Design of a Musical,Florence Klotz,Show Boat
11/26/2021 10:45:04,1995,Best Direction of a Musical,Harold Prince,Show Boat
11/26/2021 10:45:39,1995,Best Direction of a Play,Gerald Gutierrez,The Heiress
11/26/2021 10:45:59,1995,Best Lighting Design of a Musical,Andrew Bridge,Sunset Boulevard
11/26/2021 10:46:19,1995,Best Musical,Sunset Boulevard,Sunset Boulevard
11/26/2021 10:48:03,1995,Best Original Score,Andrew Lloyd Webber,Sunset Boulevard
11/26/2021 10:48:03,1995,Best Original Score,Don Black,Sunset Boulevard
11/26/2021 10:48:03,1995,Best Original Score,Christopher Hampton,Sunset Boulevard
11/26/2021 10:48:29,1995,Best Play,Love! Valour! Compassion!,Love! Valour! Compassion!
11/26/2021 10:48:51,1995,Best Revival of a Musical,Show Boat,Show Boat
11/26/2021 10:49:12,1995,Best Revival of a Play,The Heiress,The Heiress
11/26/2021 10:49:42,1995,Best Scenic Design of a Musical,John Napier,Sunset Boulevard
11/26/2021 10:52:35,1996,Best Performance by an Actor in a Leading Role in a Musical,Nathan Lane,A Funny Thing Happened on the Way to the Forum
11/26/2021 10:52:57,1996,Best Performance by an Actor in a Leading Role in a Play,George Grizzard,A Delicate Balance
11/26/2021 10:53:24,1996,Best Performance by an Actress in a Leading Role in a Musical,Donna Murphy,The King and I
11/26/2021 10:55:42,1996,Best Performance by an Actress in a Leading Role in a Play,Zoe Caldwell,Master Class
11/26/2021 10:57:01,1996,Best Performance by an Actor in a Featured Role in a Musical,Wilson Jermaine Heredia,Rent
11/26/2021 10:57:26,1996,Best Performance by an Actor in a Featured Role in a Play,Ruben Santiago-Hudson,Seven Guitars
11/26/2021 10:57:49,1996,Best Performance by an Actress in a Featured Role in a Musical,Ann Duquesnay,Bring in 'da Noise/Bring in 'da Funk
11/26/2021 10:58:11,1996,Best Performance by an Actress in a Featured Role in a Play,Audra McDonald,Master Class
11/26/2021 10:58:28,1996,Best Book of a Musical,Jonathan Larson,Rent
11/26/2021 10:59:07,1996,Best Choreography,Savion Glover,Bring in 'da Noise/Bring in 'da Funk
11/26/2021 10:59:34,1996,Best Costume Design of a Musical,Roger Kirk,The King and I
11/26/2021 10:59:57,1996,Best Direction of a Musical,George C. Wolfe,Bring in 'da Noise/Bring in 'da Funk
11/26/2021 11:00:26,1996,Best Direction of a Play,Gerald Gutierrez,A Delicate Balance
11/26/2021 11:01:01,1996,Best Lighting Design of a Musical,Peggy Eisenhauer,Bring in 'da Noise/Bring in 'da Funk
11/26/2021 11:01:01,1996,Best Lighting Design of a Musical,Jules Fisher,Bring in 'da Noise/Bring in 'da Funk
11/26/2021 11:01:21,1996,Best Musical,Rent,Rent
11/26/2021 11:01:43,1996,Best Original Score,Jonathan Larson,Rent
11/26/2021 11:02:06,1996,Best Play,Master Class,Master Class
11/26/2021 11:02:30,1996,Best Revival of a Musical,The King and I,The King and I
11/26/2021 11:02:47,1996,Best Revival of a Play,A Delicate Balance,A Delicate Balance
11/26/2021 11:03:14,1996,Best Scenic Design of a Musical,Brian Thomson,The King and I
11/26/2021 11:21:00,1997,Best Performance by an Actor in a Leading Role in a Musical,James Naughton,Chicago
11/26/2021 11:21:18,1997,Best Performance by an Actor in a Leading Role in a Play,Christopher Plummer,Barrymore
11/26/2021 11:22:24,1997,Best Performance by an Actress in a Leading Role in a Musical,Bebe Neuwirth,Chicago
11/26/2021 11:22:44,1997,Best Performance by an Actress in a Leading Role in a Play,Janet McTeer,A Doll's House
11/26/2021 11:23:08,1997,Best Performance by an Actor in a Featured Role in a Musical,Chuck Cooper,The Life
11/26/2021 11:23:24,1997,Best Performance by an Actor in a Featured Role in a Play,Owen Teale,A Doll's House
11/26/2021 11:23:56,1997,Best Performance by an Actress in a Featured Role in a Musical,Lillias White,The Life
11/26/2021 11:24:16,1997,Best Performance by an Actress in a Featured Role in a Play,Lynne Thigpen,An American Daughter
11/26/2021 11:24:33,1997,Best Book of a Musical,Peter Stone,Titanic
11/26/2021 11:24:49,1997,Best Choreography,Ann Reinking,Chicago
11/26/2021 11:25:09,1997,Best Costume Design of a Play,Judith Dolan,Candide
11/26/2021 11:25:25,1997,Best Direction of a Musical,Walter Bobbie,Chicago
11/26/2021 11:25:44,1997,Best Direction of a Play,Anthony Page,A Doll's House
11/26/2021 11:26:13,1997,Best Lighting Design of a Musical,Ken Billington,Chicago
11/26/2021 11:26:43,1997,Best Musical,Titanic,Titanic
11/26/2021 11:27:11,1997,Best Orchestrations,Jonathan Tunick,Titanic
11/26/2021 11:27:29,1997,Best Original Score,Maury Yeston,Titanic
11/26/2021 11:28:00,1997,Best Play,The Last Night of Ballyhoo,The Last Night of Ballyhoo
11/26/2021 11:28:16,1997,Best Revival of a Musical,Chicago,Chicago
11/26/2021 11:28:33,1997,Best Revival of a Play,A Doll's House,A Doll's House
11/26/2021 11:29:00,1997,Best Scenic Design of a Musical,Stewart Laing,Titanic
11/26/2021 11:32:44,1998,Best Performance by an Actor in a Leading Role in a Musical,Alan Cumming,Cabaret
11/26/2021 11:33:11,1998,Best Performance by an Actor in a Leading Role in a Play,Anthony LaPaglia,A View From the Bridge
11/26/2021 11:33:29,1998,Best Performance by an Actress in a Leading Role in a Musical,Natasha Richardson,Cabaret
11/26/2021 11:33:56,1998,Best Performance by an Actress in a Leading Role in a Play,Marie Mullen,The Beauty Queen of Leenane
11/26/2021 11:34:34,1998,Best Performance by an Actor in a Featured Role in a Musical,Ron Rifkin,Cabaret
11/26/2021 11:35:03,1998,Best Performance by an Actor in a Featured Role in a Play,Tom Murphy,The Beauty Queen of Leenane
11/26/2021 11:35:30,1998,Best Performance by an Actress in a Featured Role in a Musical,Audra McDonald,Ragtime
11/26/2021 11:36:04,1998,Best Performance by an Actress in a Featured Role in a Play,Anna Manahan,The Beauty Queen of Leenane
11/26/2021 11:36:21,1998,Best Book of a Musical,Terrence McNally,Ragtime
11/26/2021 11:37:08,1998,Best Choreography,Garth Fagan,The Lion King
11/26/2021 11:37:36,1998,Best Costume Design of a Musical,Julie Taymor,The Lion King
11/26/2021 11:38:02,1998,Best Direction of a Musical,Julie Taymor,The Lion King
11/26/2021 11:38:24,1998,Best Direction of a Play,Garry Hynes,The Beauty Queen of Leenane
11/26/2021 11:38:46,1998,Best Lighting Design of a Musical,Donald Holder,The Lion King
11/26/2021 11:39:07,1998,Best Musical,The Lion King,The Lion King
11/26/2021 11:39:55,1998,Best Orchestrations,William David Brohn,Ragtime
11/26/2021 11:40:58,1998,Best Original Score,Lynn Ahrens,Ragtime
11/26/2021 11:40:58,1998,Best Original Score,Stephen Flaherty,Ragtime
11/26/2021 11:41:19,1998,Best Play,Art,Art
11/26/2021 11:43:01,1998,Best Revival of a Musical,Cabaret,Cabaret
11/26/2021 11:44:15,1998,Best Revival of a Play,A View From the Bridge,A View From the Bridge
11/26/2021 11:44:54,1998,Best Scenic Design of a Musical,Richard Hudson,The Lion King
11/28/2021 0:47:22,1999,Best Performance by an Actor in a Leading Role in a Musical,Martin Short,Little Me
11/28/2021 0:47:40,1999,Best Performance by an Actor in a Leading Role in a Play,Brian Dennehy,Death of a Salesman
11/28/2021 0:48:11,1999,Best Performance by an Actress in a Leading Role in a Musical,Bernadette Peters,Annie Get Your Gun
11/28/2021 0:48:38,1999,Best Performance by an Actress in a Leading Role in a Play,Judi Dench,Amy's View
11/28/2021 0:49:12,1999,Best Performance by an Actor in a Featured Role in a Musical,Roger Bart,You're a Good Man Charlie Brown
11/28/2021 0:49:25,1999,Best Performance by an Actor in a Featured Role in a Play,Frank Wood,Side Man
11/28/2021 0:50:37,1999,Best Performance by an Actress in a Featured Role in a Musical,Kristin Chenoweth,"You're a Good Man, Charlie Brown"
11/28/2021 0:51:02,1999,Best Performance by an Actress in a Featured Role in a Play,Elizabeth Franz,Death of a Salesman
11/28/2021 0:51:17,1999,Best Book of a Musical,Alfred Uhry,Parade
11/28/2021 0:51:37,1999,Best Choreography,Matthew Bourne,Swan Lake
11/28/2021 0:52:36,1999,Best Costume Design of a Musical,Lez Brotherston,Swan Lake
11/28/2021 0:52:55,1999,Best Direction of a Musical,Matthew Bourne,Swan Lake
11/28/2021 0:53:19,1999,Best Direction of a Play,Robert Falls,Death of a Salesman
11/28/2021 0:53:40,1999,Best Lighting Design of a Musical,Andrew Bridge,Fosse
11/28/2021 0:58:20,1999,Best Musical,Fosse,Fosse
11/28/2021 0:58:51,1999,Best Orchestrations,Douglas Besterman,Fosse
11/28/2021 0:58:51,1999,Best Orchestrations,Ralph Burns,Fosse
11/28/2021 0:59:12,1999,Best Original Score,Jason Robert Brown,Parade
11/28/2021 1:00:30,1999,Best Play,Side Man,Side Man
11/28/2021 1:00:59,1999,Best Revival of a Musical,Annie Get Your Gun,Annie Get Your Gun
11/28/2021 1:01:28,1999,Best Revival of a Play,Death of a Salesman,Death of a Salesman
11/28/2021 1:02:01,1999,Best Scenic Design of a Play,Richard Hoover,Not About Nightingales
11/28/2021 1:03:03,2000,Best Performance by an Actor in a Leading Role in a Musical,Brian Stokes Mitchell,"Kiss Me, Kate"
11/28/2021 1:03:30,2000,Best Performance by an Actor in a Leading Role in a Play,Stephen Dillane,The Real Thing
11/28/2021 1:04:01,2000,Best Performance by an Actress in a Leading Role in a Musical,Heather Headley,Aida
11/28/2021 1:05:11,2000,Best Performance by an Actress in a Leading Role in a Play,Jennifer Ehle,The Real Thing
11/28/2021 1:05:32,2000,Best Performance by an Actor in a Featured Role in a Musical,Boyd Gaines,Contact
11/28/2021 1:10:38,2000,Best Performance by an Actor in a Featured Role in a Play,Roy Dotrice,A Moon for the Misbegotten
11/28/2021 1:11:41,2000,Best Performance by an Actress in a Featured Role in a Musical,Karen Ziemba,Contact
11/28/2021 1:12:10,2000,Best Performance by an Actor in a Featured Role in a Play,Blair Brown,Copenhagen
11/28/2021 1:12:56,2000,Best Book of a Musical,Richard Nelson,James Joyce's The Dead
11/28/2021 1:13:25,2000,Best Choreography,Susan Stroman,Contact
11/28/2021 1:13:57,2000,Best Costume Design of a Musical,Martin Pakledinaz,"Kiss Me, Kate"
11/28/2021 1:15:52,2000,Best Direction of a Musical,Michael Blakemore,"Kiss Me, Kate"
11/28/2021 1:16:29,2000,Best Direction of a Play,Michael Blakemore,Copenhagen
11/28/2021 1:16:49,2000,Best Lighting Design of a Musical,Natasha Katz,Aida
11/28/2021 1:17:20,2000,Best Musical,Contact,Contact
11/28/2021 1:17:48,2000,Best Orchestrations,Don Sebesky,"Kiss Me, Kate"
11/28/2021 1:18:14,2000,Best Original Score,Elton John,Aida
11/28/2021 1:18:14,2000,Best Original Score,Tim Rice,Aida
11/28/2021 1:18:57,2000,Best Play,Copenhagen,Copenhagen
11/28/2021 1:19:34,2000,Best Revival of a Musical,"Kiss Me, Kate","Kiss Me, Kate"
11/28/2021 1:19:51,2000,Best Revival of a Play,The Real Thing,The Real Thing
11/28/2021 1:20:19,2000,Best Scenic Design of a Musical,Bob Crowley,Aida
11/28/2021 1:23:12,2001,Best Performance by an Actor in a Leading Role in a Musical,Nathan Lane,The Producers
11/28/2021 1:23:31,2001,Best Performance by an Actor in a Leading Role in a Play,Richard Easton,The Invention of Love
11/28/2021 1:24:31,2001,Best Performance by an Actress in a Leading Role in a Musical,Christine Ebersole,42nd Street
11/28/2021 1:24:53,2001,Best Performance by an Actress in a Leading Role in a Play,Mary-Louise Parker,Proof
11/28/2021 1:25:21,2001,Best Performance by an Actor in a Featured Role in a Musical,Gary Beach,The Producers
11/28/2021 1:25:45,2001,Best Performance by an Actor in a Featured Role in a Play,Robert Sean Leonard,The Invention of Love
11/28/2021 1:26:06,2001,Best Performance by an Actress in a Featured Role in a Musical,Cady Huffman ,The Producers
11/28/2021 1:26:33,2001,Best Performance by an Actress in a Featured Role in a Play,Viola Davis,King Hedley II
11/28/2021 1:31:54,2001,Best Book of a Musical,Thomas Meehan,The Producers
11/28/2021 1:31:54,2001,Best Book of a Musical,Mel Brooks,The Producers
11/28/2021 1:32:20,2001,Best Choreography,Susan Stroman,The Producers
11/28/2021 1:33:35,2001,Best Costume Design of a Musical,William Ivey Long,The Producers
11/28/2021 1:33:53,2001,Best Direction of a Musical,Susan Stroman,The Producers
11/28/2021 1:34:16,2001,Best Direction of a Play,Daniel Sullivan,Proof
11/28/2021 1:34:36,2001,Best Lighting Design of a Musical,Peter Kaczorowski,The Producers
11/28/2021 1:36:15,2001,Best Musical,The Producers,The Producers
11/28/2021 1:37:36,2001,Best Orchestrations,Doug Besterman,The Producers
11/28/2021 1:38:22,2001,Best Original Score,Mel Brooks,The Producers
11/28/2021 1:39:00,2001,Best Play,Proof,Proof
11/28/2021 1:42:07,2001,Best Revival of a Musical,42nd Street,42nd Street
11/28/2021 1:43:07,2001,Best Revival of a Play,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest
11/28/2021 1:44:29,2001,Best Scenic Design of a Musical,Robin Wagner,The Producers
11/28/2021 1:48:03,2002,Best Performance by an Actor in a Leading Role in a Musical,John Lithgow,Sweet Smell of Success
11/28/2021 1:48:54,2002,Best Performance by an Actor in a Leading Role in a Play,Alan Bates,Fortune's Fool
11/28/2021 1:49:37,2002,Best Performance by an Actress in a Leading Role in a Musical,Sutton Foster,Thoroughly Modern Millie
11/28/2021 1:49:57,2002,Best Performance by an Actress in a Leading Role in a Play,Lindsay Duncan,Private Lives
11/28/2021 1:50:16,2002,Best Performance by an Actor in a Featured Role in a Musical,Shuler Hensley,Oklahoma!
11/28/2021 1:51:03,2002,Best Performance by an Actor in a Featured Role in a Play,Frank Langella,Fortune's Fool
11/28/2021 1:51:37,2002,Best Performance by an Actress in a Featured Role in a Musical,Harriet Harris,Thoroughly Modern Millie
11/28/2021 1:52:19,2002,Best Performance by an Actress in a Featured Role in a Play,Katie Finneran,Noises Off
11/28/2021 1:52:55,2002,Best Book of a Musical,Greg Kotis,Urinetown The Musical
11/28/2021 1:54:58,2002,Best Choreography,Rob Ashford,Thoroughly Modern Millie
11/28/2021 1:55:35,2002,Best Costume Design of a Musical,Martin Pakledinaz,Thoroughly Modern Millie
11/28/2021 1:56:32,2002,Best Direction of a Musical,John Rando,Urinetown The Musical
11/28/2021 1:57:08,2002,Best Direction of a Play,Mary Zimmerman,Metamorphoses
11/28/2021 1:57:45,2002,Best Lighting Design of a Musical,Brian MacDevitt,Into the Woods
11/28/2021 1:58:04,2002,Best Musical,Thoroughly Modern Millie,Thoroughly Modern Millie
11/28/2021 1:58:29,2002,Best Orchestrations,Ralph Burns,Thoroughly Modern Millie
11/28/2021 1:58:29,2002,Best Orchestrations,Doug Besterman,Thoroughly Modern Millie
11/28/2021 2:00:10,2002,Best Original Score,Mark Hollmann,Urinetown The Musical
11/28/2021 2:00:10,2002,Best Original Score,Greg Kotis,Urinetown The Musical
11/28/2021 2:01:36,2002,Best Play,Who Is Sylvia?,Who Is Sylvia?
11/28/2021 2:01:54,2002,Best Revival of a Musical,Into the Woods,Into the Woods
11/28/2021 2:02:15,2002,Best Revival of a Play,Private Lives,Private Lives
11/28/2021 2:02:59,2002,Best Scenic Design of a Play,Tim Hatley,Private Lives
11/28/2021 2:10:01,2003,Best Performance by an Actor in a Leading Role in a Musical,Harvey Fierstein,Hairspray
11/28/2021 2:10:46,2003,Best Performance by an Actor in a Leading Role in a Play,Brian Dennehy,Long Day's Journey into Night
11/28/2021 2:11:07,2003,Best Performance by an Actress in a Leading Role in a Musical,Marissa Jaret Winokur,Hairspray
11/28/2021 2:11:35,2003,Best Performance by an Actress in a Leading Role in a Play,Vanessa Redgrave,Long Day's Journey into Night
11/28/2021 2:11:50,2003,Best Performance by an Actor in a Featured Role in a Musical,Dick Latessa,Hairspray
11/28/2021 2:13:30,2003,Best Performance by an Actor in a Featured Role in a Play,Denis O'Hare,Take Me Out
11/28/2021 2:13:57,2003,Best Performance by an Actress in a Featured Role in a Musical,Jane Krakowski,Nine The Musical
11/28/2021 2:14:17,2003,Best Performance by an Actress in a Featured Role in a Play,Michele Pawk,Hollywood Arms
11/28/2021 2:14:46,2003,Best Book of a Musical,Mark O'Donnell,Hairspray
11/28/2021 2:14:46,2003,Best Book of a Musical,Thomas Meehan,Hairspray
11/28/2021 2:15:07,2003,Best Choreography,Twyla Tharp,Movin' Out
11/28/2021 2:15:45,2003,Best Costume Design of a Musical,WIlliam Ivey Long,Hairspray
11/28/2021 2:16:12,2003,Best Direction of a Musical,Jack O'Brien,Hairspray
11/28/2021 2:17:17,2003,Best Direction of a Play,Joe Mantello,Take Me Out
11/28/2021 2:17:41,2003,Best Lighting Design of a Musical,Nigel Levings,La Boheme
11/28/2021 2:17:55,2003,Best Musical,Hairspray,Hairspray
11/28/2021 2:18:21,2003,Best Orchestrations,Billy Joel,Movin' Out
11/28/2021 2:18:21,2003,Best Orchestrations,Stuart Malina,Movin' Out
11/28/2021 2:19:00,2003,Best Original Score,Scott Wittman,Hairspray
11/28/2021 2:19:00,2003,Best Original Score,Marc Shaiman,Hairspray
11/28/2021 2:20:09,2003,Best Play,Take Me Out,Take Me Out
11/28/2021 2:20:35,2003,Best Revival of a Musical,Nine The Musical,Nine The Musical
11/28/2021 2:21:29,2003,Best Revival of a Play,Long Day's Journey,Long Day's Journey
11/28/2021 2:21:57,2003,Best Scenic Design of a Musical,Catherine Martin,La Boheme
12/3/2021 13:11:06,2004,Best Performance by an Actor in a Leading Role in a Musical,Hugh Jackman,The Boy from Oz
12/3/2021 13:11:27,2004,Best Performance by an Actor in a Leading Role in a Play,Jefferson Mays,I Am My Own Wife
12/3/2021 13:11:47,2004,Best Performance by an Actress in a Leading Role in a Musical,Idina Menzel,Wicked
12/3/2021 13:12:08,2004,Best Performance by an Actress in a Leading Role in a Play,Phylicia Rashad,A Raisin in the Sun
12/3/2021 13:12:53,2004,Best Performance by an Actor in a Featured Role in a Musical,Michael Cerveris,Assassins
12/3/2021 13:13:46,2004,Best Performance by an Actor in a Featured Role in a Play,Brian F O'Byrne,Frozen
12/3/2021 13:14:08,2004,Best Performance by an Actress in a Featured Role in a Musical,Anika Noni Rose,"Caroline, or Change"
12/3/2021 13:14:51,2004,Best Performance by an Actress in a Featured Role in a Play,Audra McDonald,A Raisin in the Sun
12/3/2021 13:15:05,2004,Best Book of a Musical,Jeff Whitty,Avenue Q
12/3/2021 13:15:24,2004,Best Choreography,Kathleen Marshall,Wonderful Town
12/3/2021 13:15:37,2004,Best Costume Design of a Musical,Susan Hilferty,Wicked
12/3/2021 13:15:56,2004,Best Direction of a Musical,Joe Mantello,Assassins
12/3/2021 13:16:13,2004,Best Direction of a Play,Jack O'Brien,Henry IV
12/3/2021 13:16:43,2004,Best Lighting Design of a Musical,Peggy Eisenhauer,Assassins
12/3/2021 13:16:43,2004,Best Lighting Design of a Musical,Jules Fisher,Assassins
12/3/2021 13:16:58,2004,Best Musical,Avenue Q,Avenue Q
12/3/2021 13:17:28,2004,Best Orchestrations,Michael Starobin,Assassins
12/3/2021 13:17:52,2004,Best Original Score,Robert Lopez,Avenue Q
12/3/2021 13:17:52,2004,Best Original Score,Jeff Marx,Avenue Q
12/3/2021 13:18:12,2004,Best Play,I Am My Own Wife,I Am My Own Wife
12/3/2021 13:18:30,2004,Best Revival of a Musical,Assassins,Assassins
12/3/2021 13:18:43,2004,Best Revival of a Play,Henry IV,Henry IV
12/3/2021 13:18:59,2004,Best Scenic Design of a Musical,Eugene Lee,Wicked
12/3/2021 13:20:43,2005,Best Performance by an Actor in a Leading Role in a Musical,Norbert Leo Butz,Dirty Rotten Scoundrels
12/3/2021 13:21:25,2005,Best Performance by an Actor in a Leading Role in a Play,Bill Irwin,Edward Albee's Who's Afraid of Virginia Woolf?
12/3/2021 13:23:04,2005,Best Performance by an Actress in a Leading Role in a Musical,Victoria Clark,The Light in the Piazza
